bug_id,title,type,project,clean_title
1604563,Rename trackingProtection trigger event,enhancement,Mozilla Firefox,rename trackingprotection trigger event
1607410,Re-enable tracking protection messages,defect,Mozilla Firefox,reenable tracking protection message
1609070,Chrome Switchers Onboarding Experiment in Firefox 73,task,Mozilla Firefox,chrome switcher onboarding experiment firefox
1609808,Intermittent browser/components/newtab/test/browser/browser_onboarding_rtamo.js | Should render .ReturnToAMOOverlay - null == true -,defect,Mozilla Firefox,intermittent browsercomponentsnewtabtestbrowserbrowseronboardingrtamojs render returntoamooverlay null true
1609922,Add mochitest for end to end snippets rendering test,defect,Mozilla Firefox,add mochitest end end snippet rendering test
1610298,Preview messages don't belong to a provider,defect,Mozilla Firefox,preview message dont belong provider
1612866,[meta] Enable remote providers in mochitests,task,Mozilla Firefox,meta enable remote provider mochitests
1612914,Enable the topstories provider in mochitests,task,Mozilla Firefox,enable topstories provider mochitests
1613101,Enable the What's New panel provider in mochitests to use Remote Settings data,task,Mozilla Firefox,enable whats new panel provider mochitests use remote setting data
1613648,Add Topstories content to the newtab responsiveness test,task,Mozilla Firefox,add topstories content newtab responsiveness test
1615338,Land strings for What's New Panel content in Firefox 74,task,Mozilla Firefox,land string whats new panel content firefox
1616607,Update newtab dependencies and bump node version to 10,task,Mozilla Firefox,update newtab dependency bump node version
1618281,Deploy What's New Badge for 75,task,Mozilla Firefox,deploy whats new badge
1618356,Implement fetching flowparams for sync card entry point from about:welcome simplified UI,enhancement,Mozilla Firefox,implement fetching flowparams sync card entry point aboutwelcome simplified ui
1619381,fix tables in Markdown documentation,task,Mozilla Firefox,fix table markdown documentation
1619702,Improve test coverage for about:welcome,task,Mozilla Firefox,improve test coverage aboutwelcome
1619981,Investigate low enrollment rate for Chrome Switchers experiment,defect,Mozilla Firefox,investigate low enrollment rate chrome switcher experiment
1621402,Add telemetry to capture failures to read attribution data,enhancement,Mozilla Firefox,add telemetry capture failure read attribution data
1624309,Add persistent storage for ExperimentStore,enhancement,Mozilla Firefox,add persistent storage experimentstore
1626953,Deploy heartbeat message in 75,task,Mozilla Firefox,deploy heartbeat message
1628364,Deploy messages WNPanel messages for 76,task,Mozilla Firefox,deploy message wnpanel message
1628688,Update ASRouter to handle entrypoint parameters from snippets,enhancement,Mozilla Firefox,update asrouter handle entrypoint parameter snippet
1549543,Make search initialization failure more obvious,defect,Mozilla Firefox,make search initialization failure obvious
1299251,"Increase arewee10syet to include all add-ons with more than 2,000 active users",defect,Mozilla Firefox,increase areweesyet include addons active user
317833,Personal Toolbar,defect,Mozilla Firefox,personal toolbar
317834,Bookmarks Menu,defect,Mozilla Firefox,bookmark menu
318050,Dragging into the middle of a folder button on the toolbar should drop into folder,defect,Mozilla Firefox,dragging middle folder button toolbar drop folder
320453,Set custom titles when creating bookmarks,defect,Mozilla Firefox,set custom title creating bookmark
320559,Bookmarks containers need to be able to specify icons,defect,Mozilla Firefox,bookmark container need able specify icon
325169,Feed folder icons,defect,Mozilla Firefox,feed folder icon
327036,OS Bookmarks menu nonfunctional,defect,Mozilla Firefox,o bookmark menu nonfunctional
327209,Assertion when removing an item from places toolbar,defect,Mozilla Firefox,assertion removing item place toolbar
327543,Live bookmark icon not displayed in places toolbar (livemarkItem.png corrupt),defect,Mozilla Firefox,live bookmark icon displayed place toolbar livemarkitempng corrupt
328299,Opening customize window makes bookmarks toolbar items disappear until the next restart,defect,Mozilla Firefox,opening customize window make bookmark toolbar item disappear next restart
329179,Places Search Popup,defect,Mozilla Firefox,place search popup
329180,Places Popup,defect,Mozilla Firefox,place popup
329892,Places Toolbar doesn't redraw when adding or removing items,defect,Mozilla Firefox,place toolbar doesnt redraw adding removing item
331123,no bookmarks in menu when no windows are open on Mac OS X,defect,Mozilla Firefox,bookmark menu window open mac o x
1592829,Make browser_privatebrowsing_context_and_chromeFlags.js Fission compatible,task,Mozilla Firefox,make browserprivatebrowsingcontextandchromeflagsjs fission compatible
1420574,Clarify that browser_oneOffHeader.js fails if screen resolution is small,enhancement,Mozilla Firefox,clarify browseroneoffheaderjs fails screen resolution small
1424595,Ignore Promise rejection for denied access in browser/base/content/test/permissions/browser_temporary_permissions_expiry.js,enhancement,Mozilla Firefox,ignore promise rejection denied access browserbasecontenttestpermissionsbrowsertemporarypermissionsexpiryjs
1478792,Temporarily disable failing tests due to process flip: browser_aboutHome_search_composing.js and browser_aboutHome_search_telemetry.js,enhancement,Mozilla Firefox,temporarily disable failing test due process flip browserabouthomesearchcomposingjs browserabouthomesearchtelemetryjs
1608279,[meta] Stop calling XPCOMUtils.defineLazyGetter on the global `this` in JSMs,task,Mozilla Firefox,meta stop calling xpcomutilsdefinelazygetter global jsms
1485195,Schema displayed in the Bookmarks policy documentation is incomplete,defect,Mozilla Firefox,schema displayed bookmark policy documentation incomplete
1495081,Content Blocking on/off switch's tooltip not shown,defect,Mozilla Firefox,content blocking onoff switch tooltip shown
1535666,"Perma browser/base/content/test/about/browser_aboutCertError_noSubjectAltName.js | That message should appear - Got false, expected true when Gecko 67 merges to Beta on 2019-03-15",defect,Mozilla Firefox,perma browserbasecontenttestaboutbrowseraboutcerterrornosubjectaltnamejs message appear got false expected true gecko merges beta
1624868,Perma linux ccov TEST-UNEXPECTED-TIMEOUT | automation.py | application timed out after 370 seconds with no output  [browser/base/content/test/performance/io],defect,Mozilla Firefox,perma linux ccov testunexpectedtimeout automationpy application timed second output browserbasecontenttestperformanceio
233712,No drag-and-drop for dock icon (Other than html),defect,Mozilla Firefox,draganddrop dock icon html
239218,"Menus are nonfunctional when 'tools' have focus (Downloads / Extensions / Theme Managers,  JavaScript Console and Page Info window)",defect,Mozilla Firefox,menu nonfunctional tool focus downloads extension theme manager javascript console page info window
263146,"use the Cmd key instead of the Ctrl key on Mac (""accel"" instead of ""control"")",defect,Mozilla Firefox,use cmd key instead ctrl key mac accel instead control
267227,"be able to use Window (mac only) and Help (all) menus for every window (view source, bookmarks manager, etc.) with menus",defect,Mozilla Firefox,able use window mac help menu every window view source bookmark manager etc menu
285574,[Mac] fonts settings dialog is cropped,defect,Mozilla Firefox,mac font setting dialog cropped
287615,move openPreferences() to utilityOverlay,defect,Mozilla Firefox,move openpreferences utilityoverlay
287924,Bookmarks > Manage Bookmarks > Move does not work,defect,Mozilla Firefox,bookmark manage bookmark move work
290714,Don't use reserved const names in bookmarks/content,defect,Mozilla Firefox,dont use reserved const name bookmarkscontent
293810,Lots of cmd+shift combinations opens Help viewer,defect,Mozilla Firefox,lot cmdshift combination open help viewer
295337,Cmd+? doens't open help successfully,defect,Mozilla Firefox,cmd doenst open help successfully
306208,regression: tabbar is visible in popups,defect,Mozilla Firefox,regression tabbar visible popups
309015,"Options - Privacy - History , 0 days is not displayed (""ask me what to do"" radio buttons not checked when opening pref window)",defect,Mozilla Firefox,option privacy history day displayed ask radio button checked opening pref window
310007,No RSS UI after adding back the location bar (until a new window is created),defect,Mozilla Firefox,rss ui adding back location bar new window created
310373,"Dragging & Dropping a link on the ""New Window""/""New Tab"" buttons can load priviliged xul",defect,Mozilla Firefox,dragging dropping link new windownew tab button load priviliged xul
335077,Middle click on back button does not work.,defect,Mozilla Firefox,middle click back button work
343585,tab scrolling:  scenario where open link in background doesn't enable the scroll button,defect,Mozilla Firefox,tab scrolling scenario open link background doesnt enable scroll button
345259,[RTL UI] opening a tab in background moves tabs if the tabstrip overflows,defect,Mozilla Firefox,rtl ui opening tab background move tab tabstrip overflow
347797,[Mac] Tabs aligned to the left when they should be centered,defect,Mozilla Firefox,mac tab aligned left centered
348607,locale.dir=rtl does not affect all UI elements in branch builds,defect,Mozilla Firefox,localedirrtl affect ui element branch build
348759,[Mac] Shadow missing around favicon in location bar,defect,Mozilla Firefox,mac shadow missing around favicon location bar
348947,"When customizing toolbars, search box textfield still has I-beam cursor and is cannot be dragged",defect,Mozilla Firefox,customizing toolbars search box textfield still ibeam cursor cannot dragged
348959,[Winstripe] tabbrowser-tabs lost their focus feedback,defect,Mozilla Firefox,winstripe tabbrowsertabs lost focus feedback
349079,Fix back & forward buttons issues in Pinstripe,defect,Mozilla Firefox,fix back forward button issue pinstripe
349148,"Clicking Back / Forward button label opens dropdown instead of going back in ""Icons and Text"" mode",defect,Mozilla Firefox,clicking back forward button label open dropdown instead going back icon text mode
350590,Left Click on Back and Forward brings up dropdown,defect,Mozilla Firefox,left click back forward brings dropdown
351363,overlays to customizeToolbar.xul should also apply to the sheet implementaion,defect,Mozilla Firefox,overlay customizetoolbarxul also apply sheet implementaion
371675,Error when dropping a url on the bookmarks toolbar,defect,Mozilla Firefox,error dropping url bookmark toolbar
372040,nodeIsLivemarkItem asserts for separators,defect,Mozilla Firefox,nodeislivemarkitem asserts separator
379211,Use item IDs for annotating bookmark/folder items rather than place: URIs,defect,Mozilla Firefox,use item id annotating bookmarkfolder item rather place uris
384936,Folders in bookmarks menu are inaccessible after moving a bookmark to/in the menu,defect,Mozilla Firefox,folder bookmark menu inaccessible moving bookmark toin menu
388337,Pasting a folder which contains sub-folders fails,defect,Mozilla Firefox,pasting folder contains subfolders fails
456048,Use the new D&D API in tabbrowser,defect,Mozilla Firefox,use new dd api tabbrowser
528006,"ASSERT: parent node must have _DOMElement set,When I carry out undoing of the bookmark",defect,Mozilla Firefox,assert parent node must domelement setwhen carry undoing bookmark
575254,Reduce TabBrowser XBL usage to minimum,defect,Mozilla Firefox,reduce tabbrowser xbl usage minimum
575258,Decouple the tabbrowser binding from its implementation,defect,Mozilla Firefox,decouple tabbrowser binding implementation
710259,New Safari migrator (OS X & Windows),defect,Mozilla Firefox,new safari migrator o x window
715099,Convert nsProfileMigrator to JS so we can use JS modules on migration,defect,Mozilla Firefox,convert nsprofilemigrator j use j module migration
822343,Improve downloads view rendering time,defect,Mozilla Firefox,improve downloads view rendering time
826991,Store download state and end time in an annotation (avoid I/O for new history downloads),defect,Mozilla Firefox,store download state end time annotation avoid io new history downloads
828111,Workaround multiple reflows issue and slow xbl attachment in the downloads view,defect,Mozilla Firefox,workaround multiple reflows issue slow xbl attachment downloads view
1570292,Inconsistencies with visual cue used for remote controlled browser session,defect,Mozilla Firefox,inconsistency visual cue used remote controlled browser session
1570327,Hide robot icon when the address bar is in edit mode,defect,Mozilla Firefox,hide robot icon address bar edit mode
591398,Use three-finger gesture swipe to enter/exit Tab Candy,defect,Mozilla Firefox,use threefinger gesture swipe enterexit tab candy
1251545,[e10s release criteria] Slow script warning count should not regress,defect,Mozilla Firefox,e release criterion slow script warning count regress
1190506,[UX] Design final visuals for url bar states for control center and permissions icons,defect,Mozilla Firefox,ux design final visuals url bar state control center permission icon
1192625,[UX] New visual design for the updated about:privatebrowsing page,defect,Mozilla Firefox,ux new visual design updated aboutprivatebrowsing page
1200624,[UX] Provide final assets and spec for URL bar states in Control Center 2,defect,Mozilla Firefox,ux provide final asset spec url bar state control center
1200626,[UX] Provide final assets and spec for permissions notification design,defect,Mozilla Firefox,ux provide final asset spec permission notification design
1200630,[UX] Provide final assets and spec for in use permissions on tab bar,defect,Mozilla Firefox,ux provide final asset spec use permission tab bar
1200631,[UX] Provide final assets and spec for permissions panel of control center,defect,Mozilla Firefox,ux provide final asset spec permission panel control center
1217442,[UX] Modify design of site name for when it breaks width of control center panel,defect,Mozilla Firefox,ux modify design site name break width control center panel
1353362,[ux] Provide design spec for redesigned panel subviews,enhancement,Mozilla Firefox,ux provide design spec redesigned panel subviews
1354470,[UX] Don't make the old Library window the most prominent item in the new Library panel,enhancement,Mozilla Firefox,ux dont make old library window prominent item new library panel
1355021,[UX] Update hamburger panel design to include notification areas,enhancement,Mozilla Firefox,ux update hamburger panel design include notification area
1359625,[UX] Provide detailed UX specs for edit and zoom controls in the new hamburger panel,enhancement,Mozilla Firefox,ux provide detailed ux spec edit zoom control new hamburger panel
1360055,"[UX] Need spec for the page-action menu's ""Send to Device"" submenu/subview/subpanel",enhancement,Mozilla Firefox,ux need spec pageaction menu send device submenusubviewsubpanel
1461922,[ux] Design spec for privacy panel work,enhancement,Mozilla Firefox,ux design spec privacy panel work
802050,Assertions [Overwriting an existing document channel!] when opening pdf files,defect,Mozilla Firefox,assertion overwriting existing document channel opening pdf file
806329,Restore MPL 2 headers removed by recent pdf.js update,defect,Mozilla Firefox,restore mpl header removed recent pdfjs update
1399956,Run plain mochitests in Headless Mode on Linux,enhancement,Mozilla Firefox,run plain mochitests headless mode linux
1408220,Run plain mochitests in Headless Mode on Windows,enhancement,Mozilla Firefox,run plain mochitests headless mode window
1409580,Run plain mochitests in Headless Mode on MacOS,enhancement,Mozilla Firefox,run plain mochitests headless mode macos
1442829,Remove macBrowserOverlay.xul,enhancement,Mozilla Firefox,remove macbrowseroverlayxul
1444228,Remove editBookmarkOverlay.xul,enhancement,Mozilla Firefox,remove editbookmarkoverlayxul
1486888,"Either expose <xul:command> / [command] attribute broadcasting to chrome HTML documents, or stop using it in browser.xul",enhancement,Mozilla Firefox,either expose command attribute broadcasting chrome html document stop using browserxul
1543245,Use prototype document content sink for all chrome privileged XHTML,defect,Mozilla Firefox,use prototype document content sink chrome privileged xhtml
1562025,Headless window sizing broken when running under web driver,defect,Mozilla Firefox,headless window sizing broken running web driver
1566882,Enable PDF viewer telemetry on release,enhancement,Mozilla Firefox,enable pdf viewer telemetry release
1462725,"Add SavantShieldStudy.jsm and ""savant"" event telemetry category",enhancement,Mozilla Firefox,add savantshieldstudyjsm savant event telemetry category
1465694,Add tab event telemetry for Savant Shield study,enhancement,Mozilla Firefox,add tab event telemetry savant shield study
1465697,"Add library_open, hamburger_open and dotdotdot_open event telemetry for Savant Shield study",enhancement,Mozilla Firefox,add libraryopen hamburgeropen dotdotdotopen event telemetry savant shield study
1465698,Add readermode event telemetry for Savant Shield study,defect,Mozilla Firefox,add readermode event telemetry savant shield study
1465703,Add bookmark and follow_bookmark event telemetry for Savant Shield study,enhancement,Mozilla Firefox,add bookmark followbookmark event telemetry savant shield study
1465704,Add follow_urlbar_link event telemetry for Savant Shield study,enhancement,Mozilla Firefox,add followurlbarlink event telemetry savant shield study
1465707,Add addon event telemetry for Savant Shield study,enhancement,Mozilla Firefox,add addon event telemetry savant shield study
239929,Semi-Single-Profile for firefox and the new-toolkit apps,defect,Mozilla Firefox,semisingleprofile firefox newtoolkit apps
304987,L10N installer creates shortcuts with $ProductName$ name,defect,Mozilla Firefox,ln installer creates shortcut productname name
306304,"If bookmarks.bak is missing , all bookmarks are overwritten by the default bookmarks",defect,Mozilla Firefox,bookmarksbak missing bookmark overwritten default bookmark
327196,Build with --enable-places by default,defect,Mozilla Firefox,build enableplaces default
335605,"Hook up ""Download Dictionaries"" context menu",defect,Mozilla Firefox,hook download dictionary context menu
339714,Locale repackaging to support the NSIS installer,defect,Mozilla Firefox,locale repackaging support nsis installer
352592,moz:distributionID should not be hardcoded into nsSearchService.js,defect,Mozilla Firefox,mozdistributionid hardcoded nssearchservicejs
371309,Migration Wizard explicitly sets a homepage which is wrong when using a distribution,defect,Mozilla Firefox,migration wizard explicitly set homepage wrong using distribution
1251376,"[e10s release criteria] Stability, crash rates should not regress",defect,Mozilla Firefox,e release criterion stability crash rate regress
412862,Change the 'allow scripts to move or resize existing windows' pref to a whitelist,defect,Mozilla Firefox,change allow script move resize existing window pref whitelist
1095824,[Developer Edition] background image of about dialog not wide enough,defect,Mozilla Firefox,developer edition background image dialog wide enough
1175266,browser_trackingUI.js fails when running locally,defect,Mozilla Firefox,browsertrackinguijs fails running locally
1175549,Refactor the tracking protection mochitest-browser test,defect,Mozilla Firefox,refactor tracking protection mochitestbrowser test
1182333,Add tag for tracking protection tests,defect,Mozilla Firefox,add tag tracking protection test
1185117,Investigate - TP shield shows up incorrectly when pressing back while loading a page with tracking elements,defect,Mozilla Firefox,investigate tp shield show incorrectly pressing back loading page tracking element
1186925,Rewrite existing tests using the old TP/MCB shield,defect,Mozilla Firefox,rewrite existing test using old tpmcb shield
1189928,Disable telemetry measurements for Tracking Protection in PB mode,defect,Mozilla Firefox,disable telemetry measurement tracking protection pb mode
1191935,Final strings for PBM for Tracking Protection,defect,Mozilla Firefox,final string pbm tracking protection
1192482,Update accesskeys for PBM for Tracking Protection,defect,Mozilla Firefox,update accesskeys pbm tracking protection
1192576,Need to update string entity name for trackingProtection.startTour,defect,Mozilla Firefox,need update string entity name trackingprotectionstarttour
1193158,Create a basic Site Permissions subview,enhancement,Mozilla Firefox,create basic site permission subview
1199790,Add sections and sorting for permissions in subpanel to match designs,defect,Mozilla Firefox,add section sorting permission subpanel match design
1202084,Breakdown - CC: Site Permissions on main panel,defect,Mozilla Firefox,breakdown cc site permission main panel
1212456,Merge platform-specific aboutCertError.css files into a single shared file,defect,Mozilla Firefox,merge platformspecific aboutcerterrorcss file single shared file
1365638,"Change label text for ""Close sidebar"" to ""Close Sidebar"" on header menu",defect,Mozilla Firefox,change label text close sidebar close sidebar header menu
1367767,"Uppercase ""Move Sidebar To Left/Right"" strings",defect,Mozilla Firefox,uppercase move sidebar leftright string
1377551,Only change the background image for the flipped sidebar toolbar button state,enhancement,Mozilla Firefox,change background image flipped sidebar toolbar button state
1409784,Remove mStringBundle from tabbrowser binding and use gNavigatorBundle instead,enhancement,Mozilla Firefox,remove mstringbundle tabbrowser binding use gnavigatorbundle instead
1448215,Remove offlineapp binding,task,Mozilla Firefox,remove offlineapp binding
1460977,Load searchbar stylesheets in browser.xul instead of with XBL <resources>,task,Mozilla Firefox,load searchbar stylesheets browserxul instead xbl
1460982,Convert <searchbar> to a Custom Element,task,Mozilla Firefox,convert custom element
1473160,Set up nonBrowserWindowStartup / nonBrowserWindowDelayedStartup / nonBrowserWindowShutdown somewhere outside of browser.js,enhancement,Mozilla Firefox,set nonbrowserwindowstartup nonbrowserwindowdelayedstartup nonbrowserwindowshutdown somewhere outside browserjs
1479538,"Rewrite callers of document.createElementNS(XUL_NS, ...) to use document.createXULElement(...)",enhancement,Mozilla Firefox,rewrite caller documentcreateelementnsxulns use documentcreatexulelement
1482448,Titlebar doesn't get collapsed on OSX when running in browser.xhtml due to MozBeforeInitialXULLayout not firing,defect,Mozilla Firefox,titlebar doesnt get collapsed osx running browserxhtml due mozbeforeinitialxullayout firing
1488938,Rewrite callers of firstChild/lastChild/childNodes/previousSibling/nextSibling with firstElementChild/lastElementChild/children/previousElementSibling/nextElementSibling round 2,enhancement,Mozilla Firefox,rewrite caller firstchildlastchildchildnodesprevioussiblingnextsibling firstelementchildlastelementchildchildrenpreviouselementsiblingnextelementsibling round
1496137,Can't create new container with preoccupied color,defect,Mozilla Firefox,cant create new container preoccupied color
1507045,Remove the customizable ui toolbar binding,task,Mozilla Firefox,remove customizable ui toolbar binding
1519461,Can't switch tabs in a given profile with `browser.tabs.remote.logSwitchTiming=true`: AsyncTabSwitcher.logState is throwing in the call to linkedBrowser.docShellIsActive,defect,Mozilla Firefox,cant switch tab given profile browsertabsremotelogswitchtimingtrue asynctabswitcherlogstate throwing call linkedbrowserdocshellisactive
1539665,Handle the tabbrowser-arrowscrollbox XBL logic from within tabbrowser-tabs,task,Mozilla Firefox,handle tabbrowserarrowscrollbox xbl logic within tabbrowsertabs
1545962,Use <template> instead of CDATA in about:preferences,task,Mozilla Firefox,use instead cdata aboutpreferences
1546024,"Chrome custom element attribute inheritance has stale cache after element recreates inner DOM and calls initializeAttributeInheritance again (was: ""Recommended by Pocket"" label and icon are missing, in Firefox Home Content section of Preferences)",defect,Mozilla Firefox,chrome custom element attribute inheritance stale cache element recreates inner dom call initializeattributeinheritance recommended pocket label icon missing firefox home content section preference
1553188,Rename browser.xul to browser.xhtml,task,Mozilla Firefox,rename browserxul browserxhtml
1553387,'Window' menu mostly empty (missing the list of windows) since switching to browser.xhtml,defect,Mozilla Firefox,window menu mostly empty missing list window since switching browserxhtml
1558995,Remove #content-deck,task,Mozilla Firefox,remove contentdeck
1580978,Migrate the notification-popup-box element to ftl,task,Mozilla Firefox,migrate notificationpopupbox element ftl
1590554,Improve caching of tabbrowser-tab fragment,enhancement,Mozilla Firefox,improve caching tabbrowsertab fragment
1592054,There's a brief flash of unstyled tab content (especially noticeable in debug builds during tests),defect,Mozilla Firefox,there brief flash unstyled tab content especially noticeable debug build test
1060046,e10s EventTarget shim is broken,defect,Mozilla Firefox,e eventtarget shim broken
1164931,The e10s slow script notification bar keeps spontaneously disappearing and reappearing in cycles.,defect,Mozilla Firefox,e slow script notification bar keep spontaneously disappearing reappearing cycle
1249978,[e10s] SLOW_SCRIPT_NOTICE_COUNT regressed in beta experiment,defect,Mozilla Firefox,e slowscriptnoticecount regressed beta experiment
515260,[Taskfox] Stop the return key from submitting a blank search,defect,Mozilla Firefox,taskfox stop return key submitting blank search
935815,UITour: Allow adding a button with an action to the info panel,defect,Mozilla Firefox,uitour allow adding button action info panel
1138738,Pre-land strings for in-product tour pieces for ReadingList v1,defect,Mozilla Firefox,preland string inproduct tour piece readinglist v
1574197,Add SUMO content for new Skyline in-product links,task,Mozilla Firefox,add sumo content new skyline inproduct link
1572174,Define engagement success for the search nudges add-on experiment,task,Mozilla Firefox,define engagement success search nudge addon experiment
1437335,Manual proxy port configuration should disable when its option is not selected,defect,Mozilla Firefox,manual proxy port configuration disable option selected
1607630,pdf.js occasionally shows incorrect symbols until page is refreshed,defect,Mozilla Firefox,pdfjs occasionally show incorrect symbol page refreshed
1177494,[UX] Design icon to signal when active mixed content blocking is disabled,defect,Mozilla Firefox,ux design icon signal active mixed content blocking disabled
317827,History Views do not update automatically,defect,Mozilla Firefox,history view update automatically
318057,bookmarks.html exporter,defect,Mozilla Firefox,bookmarkshtml exporter
319228,Need custom title for bookmarks,defect,Mozilla Firefox,need custom title bookmark
320181,Reduce autocomplete search,defect,Mozilla Firefox,reduce autocomplete search
325153,Update duplicate collapsing when history items are deleted,defect,Mozilla Firefox,update duplicate collapsing history item deleted
325161,support URI property on all result nodes,defect,Mozilla Firefox,support uri property result node
325173,Places DB changes should not break existing databases,defect,Mozilla Firefox,place db change break existing database
325665,Coalesce redirects in history,defect,Mozilla Firefox,coalesce redirects history
326432,Bookmarks batches should also be DB transactions,defect,Mozilla Firefox,bookmark batch also db transaction
327160,SpellCheck dictionary distribution strategy,defect,Mozilla Firefox,spellcheck dictionary distribution strategy
327367,Some favicons are mis-sized,defect,Mozilla Firefox,favicons missized
327491,bookmarks_history.sqlite is way bigger than history.dat,defect,Mozilla Firefox,bookmarkshistorysqlite way bigger historydat
327841,Re-implement a failed favicon cache in the favicon service,defect,Mozilla Firefox,reimplement failed favicon cache favicon service
328470,Large number of days for history to be remembered causes history to be cleared,defect,Mozilla Firefox,large number day history remembered cause history cleared
328532,Normalize annotation names in database,defect,Mozilla Firefox,normalize annotation name database
329524,nsNavBookmarks::ReplaceItem() leaves the bookmark hash in an inconsistent state,defect,Mozilla Firefox,nsnavbookmarksreplaceitem leaf bookmark hash inconsistent state
329546,Separate out the view model from a nsNavHistoryResult,defect,Mozilla Firefox,separate view model nsnavhistoryresult
329563,Document annotations getting deleted with history behavior,defect,Mozilla Firefox,document annotation getting deleted history behavior
329668,Land spellchecking on 1_8_BRANCH,defect,Mozilla Firefox,land spellchecking branch
329691,Failure creating bookmarks service,defect,Mozilla Firefox,failure creating bookmark service
329698,Write nsIAnnotationService::getAnnotations,defect,Mozilla Firefox,write nsiannotationservicegetannotations
329819,Runtime performance is worse for places,defect,Mozilla Firefox,runtime performance worse place
330332,Recognizable history in bookmarks_history.sqlite after being deleted,defect,Mozilla Firefox,recognizable history bookmarkshistorysqlite deleted
330359,Host grouping doesn't get updated for visit dates,defect,Mozilla Firefox,host grouping doesnt get updated visit date
332934,extremely slow startup as bookmarks_history.sqlite file grows,defect,Mozilla Firefox,extremely slow startup bookmarkshistorysqlite file grows
335306,Turn inline spellchecking on by default,defect,Mozilla Firefox,turn inline spellchecking default
335600,Give spellchecking dictionaries reasonable names in the UI,defect,Mozilla Firefox,give spellchecking dictionary reasonable name ui
337368,Spelling suggestions don't appear when context menu is accessed from keyboard,defect,Mozilla Firefox,spelling suggestion dont appear context menu accessed keyboard
337871,Screen jumps (scrolls) around while entering text into page with multiple textboxes,defect,Mozilla Firefox,screen jump scroll around entering text page multiple textboxes
338999,Firefox 2 spell check tracking bug,defect,Mozilla Firefox,firefox spell check tracking bug
254056,focus lost when closing tab,defect,Mozilla Firefox,focus lost closing tab
317826,Bookmarks Views do not update dynamically,defect,Mozilla Firefox,bookmark view update dynamically
322369,History importer,defect,Mozilla Firefox,history importer
325171,Initial startup time is teh sux0rs.,defect,Mozilla Firefox,initial startup time teh suxrs
325176,Ensure Places Migrates Correctly,defect,Mozilla Firefox,ensure place migrates correctly
325285,Support multiple instances of the same URI in a single folder,defect,Mozilla Firefox,support multiple instance uri single folder
203102,Investigate/port patches for url field (location/address bar) tab problems,defect,Mozilla Firefox,investigateport patch url field locationaddress bar tab problem
210553,"Problems launching external links from other applications when Firebird is default browser, XML parsing error (Error ""No XBL binding for browser"" appears when trying to launch from Eudora, snak, etc.)",defect,Mozilla Firefox,problem launching external link application firebird default browser xml parsing error error xbl binding browser appears trying launch eudora snak etc
216474,Browser Crashes in Password Manager,defect,Mozilla Firefox,browser crash password manager
217410,Bump skin version?,defect,Mozilla Firefox,bump skin version
236056,pop up XPInstall dialog when user is about to click,defect,Mozilla Firefox,pop xpinstall dialog user click
244791,Update Version Number to 0.9 on branch,defect,Mozilla Firefox,update version number branch
252679,Need EULA for Firefox,defect,Mozilla Firefox,need eula firefox
257047,"Update all user-facing version strings to ""1.0 Preview Release""",defect,Mozilla Firefox,update userfacing version string preview release
274712,New Options Dialog,defect,Mozilla Firefox,new option dialog
318827,Can drag magical entries in the places view list box into bookmarks menu,defect,Mozilla Firefox,drag magical entry place view list box bookmark menu
320286,Undo/Redo menu items and keybindings for places,defect,Mozilla Firefox,undoredo menu item keybindings place
324958,Folder undo delete back to previous folder ID,defect,Mozilla Firefox,folder undo delete back previous folder id
326346,JS error when selecting text on page,defect,Mozilla Firefox,j error selecting text page
326614,Resolve day picking UI issues,defect,Mozilla Firefox,resolve day picking ui issue
327223,Ensure Sidebar Framework still exists in MOZ_PLACES builds,defect,Mozilla Firefox,ensure sidebar framework still exists mozplaces build
327400,Issues with Places UI buttons,defect,Mozilla Firefox,issue place ui button
328243,disband the browser shim,defect,Mozilla Firefox,disband browser shim
329314,"Pressing Ctrl+Z in Places Results in an Invalid Transaction Index Error, but last action is undone",defect,Mozilla Firefox,pressing ctrlz place result invalid transaction index error last action undone
329488,"Can't paste if no bookmark selected( [Exception... ""Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsITreeView.isContainer]"" )",defect,Mozilla Firefox,cant paste bookmark selected exception component returned failure code x nserrorillegalvalue nsitreeviewiscontainer
329535,Branch does not build with VC6,defect,Mozilla Firefox,branch build vc
329587,Places controller claims to support all commands,defect,Mozilla Firefox,place controller claim support command
329657,places trademarks-relevant files should be in content,defect,Mozilla Firefox,place trademarksrelevant file content
330024,New Folder button in Places doesn't work until an item in the right pane is selected,defect,Mozilla Firefox,new folder button place doesnt work item right pane selected
330031,Refusal to delete bookmarks folder with separators in it,defect,Mozilla Firefox,refusal delete bookmark folder separator
330143,New Folder button should always create a new folder,defect,Mozilla Firefox,new folder button always create new folder
330148,"Places window misses shortcut key ""close"" functionality",defect,Mozilla Firefox,place window miss shortcut key close functionality
330926,Error: PlacesOrganizer._places has no properties,defect,Mozilla Firefox,error placesorganizerplaces property
331523,Places crashes after creating new separator,defect,Mozilla Firefox,place crash creating new separator
191524,Options Dialog UI,defect,Mozilla Firefox,option dialog ui
231054,Privacy Options Reorganization,defect,Mozilla Firefox,privacy option reorganization
